anime id,naslov,ocena,tip,število epizod,leto izdaje,število članov
44070,Tian Guan Cifu Special,8.49,ONA,1,2021,57962
11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,8.49,Movie,1,2013,407148
32182,Mob Psycho 100,8.49,TV,12,2016,2239732
40834,Ousama Ranking,8.49,TV,23,2021,723429
30276,One Punch Man,8.48,TV,12,2015,3420527
12431,Uchuu Kyoudai,8.48,TV,99,2012,206476
37779,Yakusoku no Neverland,8.48,TV,12,2019,2095099
47194,Summertime Render,8.47,TV,25,2022,637022
38450,Mo Dao Zu Shi: Xian Yun Pian,8.47,ONA,8,2019,115332
10165,Nichijou,8.47,TV,26,2011,956754
30654,Ansatsu Kyoushitsu 2nd Season,8.47,TV,25,2016,1525743
3297,Aria the Origination,8.47,TV,13,2008,138249
57334,Dandadan,8.47,TV,12,2024,814977
33049,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,8.47,Movie,1,2019,421495
44087,Gintama: The Semi-Final,8.46,Special,2,2021,88321
60988,Tian Guan Cifu Short Film,8.46,ONA,Unknown,2025,8741
392,Yuu☆Yuu☆Hakusho,8.46,TV,112,1992,734041
56538,Kimi ni Todoke 3rd Season,8.46,ONA,5,2024,98550
37208,Mo Dao Zu Shi,8.46,ONA,15,2018,248719
6114,Rainbow: Nisha Rokubou no Shichinin,8.46,TV,26,2010,416517
31181,Owarimonogatari,8.45,TV,12,2015,500811
35737,Pluto,8.45,ONA,8,2023,226168
36649,Banana Fish,8.45,TV,24,2018,932449
37379,Chihayafuru 3,8.45,TV,24,2019,152711
58222,Given Movie 3: Umi e,8.45,Movie,1,2024,23053
50265,Spy x Family,8.45,TV,12,2022,1783377
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,8.45,Movie,1,2013,627004
53447,Tu Bian Yingxiong X,8.45,ONA,24,2025,157905
26055,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders - Egypt-hen,8.44,TV,24,2015,1199815
54857,Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,8.44,TV,16,2024,434224
44511,Chainsaw Man,8.44,TV,12,2022,1799422
51039,Doupo Cangqiong: Nian Fan,8.44,ONA,209,2022,11049
37105,Grand Blue,8.44,TV,12,2018,863484
40059,Golden Kamuy 3rd Season,8.43,TV,12,2020,189397
20583,Haikyuu!!,8.43,TV,25,2014,2108603
136,Hunter x Hunter,8.43,TV,62,1999,630241
36999,Zoku Owarimonogatari,8.43,TV,6,2019,245358
38000,Kimetsu no Yaiba,8.43,TV,26,2019,3305765
49722,Karakai Jouzu no Takagi-san Movie,8.42,Movie,1,2022,89464
38889,Kono Oto Tomare! Part 2,8.42,TV,13,2019,195827
467,Koukaku Kidoutai: Stand Alone Complex,8.42,TV,26,2002,415711
24687,Mushishi Zoku Shou: Odoro no Michi,8.42,TV Special,1,2014,108506
42203,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,8.42,TV,12,2021,1014724
50330,Bungou Stray Dogs 4th Season,8.42,TV,13,2023,340211
21899,Gintama: Yorinuki Gintama-san on Theater 2D,8.42,Movie,2,2012,47818
39741,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,8.42,Movie,1,2019,463548
45556,Wu Liuqi: Xuanwu Guo Pian,8.42,ONA,10,2021,79191
36885,Saenai Heroine no Sodatekata Fine,8.41,Movie,1,2019,199185
33255,Saiki Kusuo no Ψ-nan,8.41,TV,120,2016,1203614
34612,Saiki Kusuo no Ψ-nan 2,8.41,TV,24,2018,695723
25781,Shingeki no Kyojin: Kuinaki Sentaku,8.41,OVA,2,2014,549959
40730,Tian Guan Cifu,8.41,ONA,11,2020,168435
38040,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,8.41,Movie,1,2019,855040
2246,Mononoke,8.41,TV,12,2007,356239
55888,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,8.41,TV,12,2024,515950
36538,Natsume Yuujinchou Movie: Utsusemi ni Musubu,8.41,Movie,1,2018,81301
48561,Jujutsu Kaisen 0 Movie,8.40,Movie,1,2021,1149743
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,8.40,TV,12,2019,1871534
30709,Kamisama Hajimemashita: Kako-hen,8.40,OVA,4,2015,179731
36275,Natsume Yuujinchou Roku Specials,8.40,Special,2,2017,52496
5028,Major S5,8.39,TV,25,2009,74795
4921,Ramayana: The Legend of Prince Rama,8.39,Movie,1,1993,14315
35851,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,8.39,Movie,1,2018,474754
50183,Blue Giant,8.39,Movie,1,2023,42865
35557,Houseki no Kuni,8.39,TV,12,2017,501110
5,Cowboy Bebop: Tengoku no Tobira,8.38,Movie,1,2001,401093
32366,Gintama°: Aizome Kaori-hen,8.38,OVA,2,2016,91036
40787,Josee to Tora to Sakana-tachi,8.38,Movie,1,2020,496915
37965,Kaze ga Tsuyoku Fuiteiru,8.38,TV,23,2018,325171
37515,Made in Abyss Movie 2: Hourou Suru Tasogare,8.38,Movie,1,2019,156621
9756,Mahou Shoujo Madoka★Magica,8.38,TV,12,2011,1368703
56523,Tunshi Xingkong 3rd Season,8.38,ONA,33,2022,4311
53672,Violet Evergarden: Recollections,8.38,Special,1,2021,41857
46095,Vivy: Fluorite Eye's Song,8.38,TV,13,2021,587010
55809,Xian Ni,8.38,ONA,128,2023,8301
38475,Yuru Camp△ Movie,8.38,Movie,1,2022,90920
31646,3-gatsu no Lion,8.37,TV,22,2016,716501
22789,Barakamon,8.37,TV,12,2014,698453
14397,Chihayafuru 2,8.37,TV,25,2013,248233
5941,Cross Game,8.37,TV,50,2009,130657
49310,Fruits Basket: Prelude,8.37,Movie,1,2022,124296
55102,Girls Band Cry,8.37,TV,13,2024,120681
38883,Haikyuu!! To the Top,8.37,TV,13,2020,1017648
5205,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),8.37,Movie,1,2009,215430
49721,Karakai Jouzu no Takagi-san 3,8.37,TV,12,2022,205345
11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,8.37,Movie,1,2012,215206
55318,Medalist,8.37,TV,13,2025,70078
185,Initial D First Stage,8.36,TV,26,1998,422360
9617,K-On! Movie,8.36,Movie,1,2011,347393
9260,Kizumonogatari I: Tekketsu-hen,8.36,Movie,1,2016,564442
30,Shinseiki Evangelion,8.36,TV,26,1995,1954854
53065,Sono Bisque Doll wa Koi wo Suru Season 2,8.36,TV,12,2025,326937
6945,Gintama: Shiroyasha Koutan,8.36,Special,1,2008,74059
39167,Girls & Panzer: Saishuushou Part 4,8.36,Movie,1,2023,23641
2251,Baccano!,8.35,TV,13,2007,943352
50250,Chiikawa,8.35,TV,Unknown,2022,11528
37822,Douluo Dalu 2nd Season,8.35,ONA,237,2018,23216
572,Kaze no Tani no Nausicaä,8.35,Movie,1,1984,402984
49926,Kimetsu no Yaiba: Mugen Ressha-hen,8.35,TV,7,2021,905042
49458,Kono Subarashii Sekai ni Shukufuku wo! 3,8.35,TV,11,2024,509686
53540,Meitantei Conan Movie 26: Kurogane no Submarine,8.35,Movie,1,2023,17258
39535,Mushoku Tensei: Isekai Ittara Honki Dasu,8.35,TV,11,2021,1497165
39808,Non Non Biyori Nonstop,8.35,TV,12,2021,135353
39551,Tensei shitara Slime Datta Ken 2nd Season,8.35,TV,12,2021,1066786
56524,Tunshi Xingkong 4th Season,8.35,ONA,123,2023,4991
338,Versailles no Bara,8.35,TV,40,1979,109968
37095,"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",8.35,Special,1,2018,359445
39547,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,8.35,TV,12,2020,792990
2402,Ashita no Joe,8.34,TV,79,1970,105632
41025,Fumetsu no Anata e,8.34,TV,20,2021,951323
777,Hellsing Ultimate,8.34,OVA,10,2006,990519
31988,Hibike! Euphonium 2,8.34,TV,13,2016,250389
46654,IDOLiSH7 Third Beat! Part 2,8.34,TV,17,2022,17265
41457,86,8.33,TV,11,2021,909239
10030,Bakuman. 2nd Season,8.33,TV,25,2011,366983
55357,Bocchi the Rock! Movie,8.33,Movie,2,2024,67187
50407,Wu Shan Wu Xing: Xichuan Huan Zi Lin,8.33,ONA,4,2023,17819
20651,Natsume Yuujinchou: Itsuka Yuki no Hi ni,8.33,OVA,1,2014,85550
13601,Psycho-Pass,8.33,TV,22,2012,1713741
39587,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,8.33,TV,13,2020,1226985
10937,Kidou Senshi Gundam: The Origin,8.32,OVA,6,2015,81876
22535,Kiseijuu: Sei no Kakuritsu,8.32,TV,24,2014,1987602
5040,One Outs,8.32,TV,25,2008,251446
5081,Bakemonogatari,8.32,TV,15,2009,1461673
28701,Fate/stay night: Unlimited Blade Works 2nd Season,8.32,TV,13,2015,899192
42886,Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,8.32,Movie,12,2022,25129
10162,Usagi Drop,8.32,TV,11,2011,517105
2559,Romeo no Aoi Sora,8.31,TV,33,1995,54619
54870,Seishun Buta Yarou wa Randoseru Girl no Yume wo Minai,8.31,Movie,1,2023,150138
56752,Shiguang Dailiren: Yingdu Pian,8.31,ONA,6,2024,57094
49571,Tunshi Xingkong 2nd Season,8.31,ONA,26,2021,8224
12029,Uchuu Senkan Yamato 2199,8.31,OVA,26,2012,123104
7655,Major S6,8.31,TV,25,2010,66339
34534,Natsume Yuujinchou Go Specials,8.31,Special,2,2017,51155
1210,NHK ni Youkoso!,8.31,TV,24,2006,804395
55644,Dr. Stone: New World Part 2,8.31,TV,11,2023,381131
51805,Ginga Eiyuu Densetsu: Die Neue These - Sakubou,8.31,Movie,12,2022,17758
137,Hunter x Hunter: Original Video Animation,8.31,OVA,8,2002,134544
31043,Boku dake ga Inai Machi,8.30,TV,12,2016,2227788
30230,Diamond no Ace: Second Season,8.30,TV,51,2015,147278
10534,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,8.30,Movie,1,2011,20822
3784,Evangelion Movie 2: Ha,8.30,Movie,1,2009,576773
51440,Sasaki to Miyano Movie: Sotsugyou-hen,8.30,Movie,1,2023,55272
41487,Tensei shitara Slime Datta Ken 2nd Season Part 2,8.30,TV,12,2021,866976
17389,Kingdom 2nd Season,8.30,TV,39,2013,141494
40211,Luo Xiao Hei Zhan Ji (Movie),8.30,Movie,1,2019,32407
4081,Natsume Yuujinchou,8.30,TV,13,2008,574956
5341,Ookami to Koushinryou II,8.30,TV,12,2009,513714
22507,Initial D Final Stage,8.29,TV,4,2014,160224
6594,Katanagatari,8.29,TV,12,2010,584195
5420,Kemono no Souja Erin,8.29,TV,50,2009,92246
24415,Kuroko no Basket 3rd Season,8.29,TV,25,2015,810156
1365,Meitantei Conan Movie 06: Baker Street no Bourei,8.29,Movie,1,2002,83799
6675,Redline,8.29,Movie,1,2009,410673
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8.29,TV,11,2011,1676000
57,Beck,8.29,TV,26,2004,364679
39533,Given,8.29,TV,11,2019,616887
12531,Sakamichi no Apollon,8.29,TV,12,2012,408330
10863,Steins;Gate: Oukoubakko no Poriomania,8.29,Special,1,2012,463009
58390,Yofukashi no Uta Season 2,8.29,TV,12,2025,167300
43325,Yuukoku no Moriarty Part 2,8.29,TV,13,2021,280644
45,Rurouni Kenshin: Meiji Kenkaku Romantan,8.28,TV,94,1996,516696
2150,Tanoshii Muumin Ikka,8.28,TV,78,1990,31958
759,Tokyo Godfathers,8.28,Movie,1,2003,317853
54595,Kage no Jitsuryokusha ni Naritakute! 2nd Season,8.28,TV,12,2023,485537
486,Kino no Tabi: The Beautiful World,8.28,TV,13,2003,343755
11917,Major: World Series,8.28,OVA,2,2011,39630
1735,Naruto: Shippuuden,8.28,TV,500,2007,2659089
36371,Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,8.28,Movie,4,2019,29468
38731,Diamond no Ace: Act II,8.27,TV,52,2019,98565
30346,Doukyuusei,8.27,Movie,1,2016,288100
10087,Fate/Zero,8.27,TV,13,2011,1570201
19363,Gin no Saji 2nd Season,8.27,TV,11,2014,152832
9735,Gintama: Shinyaku Benizakura-hen,8.27,Special,1,2010,46716
10408,Hotarubi no Mori e,8.27,Movie,1,2011,861721
58572,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su 2nd Season",8.27,TV,25,2024,225303
25835,Shirobako,8.27,TV,24,2014,464100
38826,Tenki no Ko,8.27,Movie,1,2019,1088876
34798,Yuru Camp△,8.27,TV,12,2018,527999
52588,Kaijuu 8-gou,8.27,TV,12,2024,643495
43,Koukaku Kidoutai,8.27,Movie,1,1995,681130
37520,Dororo,8.26,TV,24,2019,1329384
44412,Doupo Cangqiong 4th Season,8.26,ONA,24,2021,9736
38691,Dr. Stone,8.26,TV,24,2019,1884096
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,8.26,TV,26,2007,380258
35111,Haikyuu!! Movie 4: Concept no Tatakai,8.26,Movie,1,2017,100125
57433,Seishun Buta Yarou wa Santa Claus no Yume wo Minai,8.26,TV,13,2025,150334
23327,Space☆Dandy 2nd Season,8.26,TV,13,2014,178727
32188,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,8.26,TV Special,1,2015,280947
50594,Suzume no Tojimari,8.26,Movie,1,2022,460888
513,Tenkuu no Shiro Laputa,8.26,Movie,1,1986,522678
2685,Tsubasa: Tokyo Revelations,8.26,OVA,3,2007,100231
13125,Shinsekai yori,8.25,TV,25,2012,809091
2418,Stranger: Mukou Hadan,8.25,Movie,1,2007,348273
523,Tonari no Totoro,8.25,Movie,1,1988,1131872
31812,Kuroshitsuji Movie: Book of the Atlantic,8.25,Movie,1,2017,219501
1698,Nodame Cantabile,8.25,TV,23,2007,327304
53111,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Yakusai-hen,8.25,TV,11,2023,275538
57067,Fanren Xiu Xian Chuan: Xinghai Feichi,8.25,ONA,48,2023,3169
264,Hajime no Ippo: Champion Road,8.25,TV Special,1,2003,151891
265,Hajime no Ippo: Mashiba vs. Kimura,8.25,OVA,1,2003,123007
139,Hunter x Hunter: Greed Island Final,8.25,OVA,14,2004,153890
57592,Dr. Stone: Science Future,8.24,TV,12,2025,247451
37989,Golden Kamuy 2nd Season,8.24,TV,12,2018,226624
10271,Gyakkyou Burai Kaiji: Hakairoku-hen,8.24,TV,26,2011,208143
1033,Sennen Joyuu,8.24,Movie,1,2002,203287
44940,World Trigger 3rd Season,8.24,TV,14,2021,134483
48316,Kage no Jitsuryokusha ni Naritakute!,8.24,TV,20,2022,800723
32937,Kono Subarashii Sekai ni Shukufuku wo! 2,8.24,TV,10,2017,1611160
34036,Meitantei Conan: Episode One - Chiisaku Natta Meitantei,8.24,TV Special,1,2016,33779
36990,Non Non Biyori Movie: Vacation,8.24,Movie,1,2018,84360
329,Planetes,8.24,TV,26,2003,271918
31240,Re:Zero kara Hajimeru Isekai Seikatsu,8.24,TV,25,2016,2372407
25681,Kamisama Hajimemashita◎,8.23,TV,12,2015,450923
33051,Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,8.23,TV,25,2016,155906
512,Majo no Takkyuubin,8.23,Movie,1,1989,638825
52299,Ore dake Level Up na Ken,8.23,TV,12,2024,1018884
28805,Bakemono no Ko,8.23,Movie,1,2015,446158
54959,BanG Dream! It's MyGO!!!!!,8.23,TV,13,2023,36963
11843,Danshi Koukousei no Nichijou,8.23,TV,12,2012,867220
45577,IDOLiSH7 Third Beat!,8.23,TV,13,2021,26111
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,8.23,TV,13,2018,1886295
52684,Shen Yin Wangzuo 2nd Season,8.23,ONA,182,2022,6868
35838,Shoujo Shuumatsu Ryokou,8.23,TV,12,2017,382683
42941,Uma Musume: Pretty Derby Season 2,8.23,TV,13,2021,81197
54029,Wu Liuqi: Anying Suming,8.23,ONA,10,2023,35169
37055,Youjo Senki Movie,8.23,Movie,1,2019,313251
440,Shoujo Kakumei Utena,8.22,TV,39,1997,238661
6,Trigun,8.22,TV,26,1998,809651
40784,Wu Liuqi: Zui Qiang Fa Xing Shi,8.22,ONA,10,2019,92131
39247,Kobayashi-san Chi no Maid Dragon S,8.22,TV,12,2021,595741
15227,Kono Sekai no Katasumi ni,8.22,Movie,1,2016,203053
35677,Liz to Aoi Tori,8.22,Movie,1,2018,156661
11977,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,8.22,Movie,1,2012,211688
585,Mimi wo Sumaseba,8.22,Movie,1,1995,394078
5690,Nodame Cantabile Finale,8.22,TV,11,2010,132019
49918,Boku no Hero Academia 6th Season,8.22,TV,25,2022,758499
52578,Boku no Kokoro no Yabai Yatsu,8.22,TV,12,2023,402450
12115,Berserk: Ougon Jidai-hen III - Kourin,8.21,Movie,1,2013,240865
372,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,8.21,Movie,1,2000,121483
61322,Dr. Stone: Science Future Part 2,8.21,TV,12,2025,131449
38680,Fruits Basket 1st Season,8.21,TV,25,2019,912483
38249,Saiki Kusuo no Ψ-nan: Kanketsu-hen,8.21,TV Special,1,2018,239809
50602,Spy x Family Part 2,8.21,TV,13,2022,1064969
53393,Tengoku Daimakyou,8.21,TV,13,2023,587927
16664,Kaguya-hime no Monogatari,8.21,Movie,1,2013,252022
1842,Major S3,8.21,TV,26,2007,73388
51179,Mushoku Tensei II: Isekai Ittara Honki Dasu,8.21,TV,12,2023,699160
2966,Ookami to Koushinryou,8.21,TV,13,2008,856159
35466,ReLIFE: Kanketsu-hen,8.21,Special,4,2018,431610
6811,InuYasha: Kanketsu-hen,8.20,TV,26,2009,299460
16894,Kuroko no Basket 2nd Season,8.20,TV,25,2013,905417
18115,Magi: The Kingdom of Magic,8.20,TV,25,2013,881700
627,Major S1,8.20,TV,26,2004,106299
5460,Meitantei Conan Movie 13: Shikkoku no Chaser,8.20,Movie,1,2009,63787
37078,Quanzhi Gaoshou Specials,8.20,ONA,3,2018,111477
38003,Bungou Stray Dogs 3rd Season,8.20,TV,12,2019,688142
36946,Dragon Ball Super: Broly,8.20,Movie,1,2018,448471
813,Dragon Ball Z,8.20,TV,291,1989,1293610
40052,Great Pretender,8.20,TV,23,2020,722969
35110,Haikyuu!! Movie 3: Sainou to Sense,8.20,Movie,1,2017,103437
9863,SKET Dance,8.20,TV,77,2011,234664
59150,Wu Liuqi: Jiyi Suipian,8.20,ONA,10,2024,13465
3091,xxxHOLiC◆Kei,8.20,TV,13,2008,152053
23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,8.20,TV,13,2015,1130881
55866,Yubisaki to Renren,8.20,TV,12,2024,311526
44055,Sasaki to Miyano,8.19,TV,12,2022,224027
32843,Senki Zesshou Symphogear XV,8.19,TV,13,2019,43016
40853,Stand By Me Doraemon 2,8.19,Movie,1,2020,40280
49114,Vanitas no Karte Part 2,8.19,TV,12,2022,329886
186,Initial D Second Stage,8.19,TV,13,1999,253637
1453,Maison Ikkoku,8.19,TV,96,1986,80386
40435,Mo Dao Zu Shi Q,8.19,ONA,30,2020,27435
59408,Mononoke Movie: Dai-2 Shou - Hinezumi,8.19,Movie,1,2025,15109
57181,Ao no Hako,8.19,TV,25,2024,278509
37171,Asobi Asobase,8.19,TV,12,2018,518868
18617,Girls & Panzer Movie,8.19,Movie,1,2015,126880
42897,Horimiya,8.19,TV,13,2021,1551653
34636,Ballroom e Youkoso,8.18,TV,24,2017,355173
232,Cardcaptor Sakura,8.18,TV,70,1998,474299
10800,Chihayafuru,8.18,TV,25,2011,485989
22297,Fate/stay night: Unlimited Blade Works,8.18,TV,12,2014,1143607
53127,Fate/strange Fake: Whispers of Dawn,8.18,TV Special,1,2023,97294
36370,Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,8.18,Movie,4,2019,40244
1142,Hachimitsu to Clover II,8.18,TV,12,2006,123154
138,Hunter x Hunter: Greed Island,8.18,OVA,8,2003,178452
6864,xxxHOLiC Rou,8.18,OVA,2,2010,84785
49574,Yi Nian Yong Heng: Chuan Cheng Pian,8.18,ONA,54,2022,8655
49590,Yojouhan Time Machine Blues,8.18,ONA,6,2022,61547
7791,K-On!!,8.18,TV,26,2010,733858
51019,Kimetsu no Yaiba: Katanakaji no Sato-hen,8.18,TV,11,2023,1020989
37514,Made in Abyss Movie 1: Tabidachi no Yoake,8.18,Movie,1,2019,156365
3226,Major S4,8.18,TV,26,2008,68769
235,Meitantei Conan,8.18,TV,Unknown,1996,369618
32005,Meitantei Conan Movie 20: Junkoku no Nightmare,8.18,Movie,1,2016,45881
40729,Nomad: Megalo Box 2,8.18,TV,13,2021,225584
23623,Non Non Biyori Repeat,8.18,TV,12,2015,210230
38234,One Piece Movie 14: Stampede,8.18,Movie,1,2019,212810
19123,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,8.18,TV Special,1,2013,79411
18,Initial D Fourth Stage,8.17,TV,24,2004,206968
33323,"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",8.17,OVA,1,2016,71146
59833,Kono Subarashii Sekai ni Shukufuku wo! 3: Bonus Stage,8.17,OVA,2,2025,67025
59228,Kuroshitsuji: Midori no Majo-hen,8.17,TV,13,2025,60314
18195,Little Busters! Refrain,8.17,TV,13,2013,174252
558,Major S2,8.17,TV,26,2005,75510
42894,Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,8.17,Movie,1,2021,52278
33674,No Game No Life: Zero,8.17,Movie,1,2017,928617
7674,Bakuman.,8.17,TV,25,2010,646585
1519,Black Lagoon: The Second Barrage,8.17,TV,12,2006,561168
32867,Bungou Stray Dogs 2nd Season,8.17,TV,12,2016,929183
55655,Cang Yuan Tu,8.17,ONA,26,2023,4515
38088,Digimon Adventure: Last Evolution Kizuna,8.17,Movie,1,2020,61052
60557,Fanren Xiu Xian Chuan: Waihai Fengyun,8.17,ONA,52,2025,1811
39166,Girls & Panzer: Saishuushou Part 3,8.17,Movie,1,2021,44976
4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,8.17,Movie,1,2008,187620
34537,Yoru wa Mijikashi Arukeyo Otome,8.17,Movie,1,2017,136980
40911,Yuukoku no Moriarty,8.17,TV,11,2020,487686
56215,Yi Nian Yong Heng 3rd Season,8.16,ONA,59,2024,3339
49909,Kotarou wa Hitorigurashi,8.16,ONA,10,2022,193384
853,Ouran Koukou Host Club,8.16,TV,26,2006,1198170
47,Akira,8.16,Movie,1,1988,925154
49052,Ao Ashi,8.16,TV,24,2022,243944
962,Aria the Natural,8.16,TV,26,2006,83975
49596,Blue Lock,8.16,TV,24,2022,836004
1889,Higurashi no Naku Koro ni Kai,8.16,TV,24,2007,511570
58913,Hikaru ga Shinda Natsu,8.16,TV,12,2025,183708
48549,Dr. Stone: New World,8.15,TV,11,2023,558322
40852,Dr. Stone: Stone Wars,8.15,TV,11,2021,1154022
25537,Fate/stay night Movie: Heaven's Feel - I. Presage Flower,8.15,Movie,1,2017,499806
44042,Holo no Graffiti,8.15,ONA,Unknown,2019,58220
1430,Lupin III: Cagliostro no Shiro,8.15,Movie,1,1979,135766
50709,Lycoris Recoil,8.15,TV,13,2022,566083
49521,Non Non Biyori Nonstop: Bukatsu wo Ganbatta,8.15,OVA,1,2022,37297
3701,Kaiba,8.14,TV,12,2008,174783
28675,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,8.14,Movie,1,2015,287426
30503,Noragami Aragoto,8.14,TV,13,2015,1529951
721,Princess Tutu,8.14,TV,38,2002,180237
48736,Sono Bisque Doll wa Koi wo Suru,8.14,TV,12,2022,1229273
38481,Toaru Kagaku no Railgun T,8.14,TV,25,2020,259994
34572,Black Clover,8.14,TV,170,2017,1824286
3371,Ginga Eiyuu Densetsu Gaiden,8.14,OVA,24,1998,26330
54856,Horimiya: Piece,8.14,TV,13,2023,419915
28223,Death Parade,8.13,TV,12,2015,1874152
50612,Dr. Stone: Ryuusui,8.13,TV Special,1,2022,355629
41361,Eiga Daisuki Pompo-san,8.13,Movie,1,2021,61949
39792,Eizouken ni wa Te wo Dasu na!,8.13,TV,12,2020,359541
49053,Given: Uragawa no Sonzai,8.13,OVA,1,2021,98363
37962,IDOLiSH7 Second Beat!,8.13,TV,15,2020,35395
731,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,8.13,Movie,1,2003,79680
16662,Kaze Tachinu,8.13,Movie,1,2013,371498
39592,Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,8.13,TV,13,2019,27086
9890,Major: Message,8.13,OVA,1,2010,43860
11597,Nisemonogatari,8.13,TV,11,2012,761232
4477,Nodame Cantabile: Paris-hen,8.13,TV,11,2008,129023
51335,Shen Yin Wangzuo,8.13,ONA,26,2022,9884
56738,Shinigami Bocchan to Kuro Maid 3rd Season,8.13,TV,12,2024,64630
37430,Tensei shitara Slime Datta Ken,8.13,TV,24,2018,1580848
55911,The Fable,8.13,TV,25,2024,93653
31715,Working!!! Lord of the Takanashi,8.13,Special,1,2016,106971
1827,Seirei no Moribito,8.12,TV,26,2007,230425
28171,Shokugeki no Souma,8.12,TV,24,2015,1716835
53888,Spy x Family Movie: Code: White,8.12,Movie,1,2023,213624
21469,Stand By Me Doraemon,8.12,Movie,1,2014,61285
25313,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,8.12,Special,1,2015,44630
50528,Golden Kamuy 4th Season,8.12,TV,13,2022,112542
36296,Hinamatsuri,8.12,TV,12,2018,542926
14713,Kamisama Hajimemashita,8.12,TV,13,2012,704098
1604,Katekyou Hitman Reborn!,8.12,TV,203,2006,578232
35857,Lupin III: Part 5,8.12,TV,24,2018,47965
59841,Ore dake Level Up na Ken: ReAwakening,8.12,Movie,1,2024,46119
15059,Initial D Fifth Stage,8.11,TV,14,2012,165967
20899,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,8.11,TV,24,2014,1314125
8129,Kuragehime,8.11,TV,11,2010,257306
10153,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,8.11,Movie,1,2012,26463
57524,Make Heroine ga Oosugiru!,8.11,TV,12,2024,293224
1364,Meitantei Conan Movie 05: Tengoku e no Countdown,8.11,Movie,1,2001,68778
6467,Meitantei Conan Movie 14: Tenkuu no Lost Ship,8.11,Movie,1,2010,61343
12859,One Piece Film: Z,8.11,Movie,1,2012,306223
15323,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,8.11,TV Special,1,2012,75207
51122,Ookami to Koushinryou: Merchant Meets the Wise Wolf,8.11,TV,25,2024,244482
40542,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,8.11,ONA,6,2019,241094
50416,Skip to Loafer,8.11,TV,12,2023,322136
29831,Tamayura: Sotsugyou Shashin Part 4 - Ashita,8.11,Movie,1,2016,13549
53411,Buddy Daddies,8.11,TV,12,2023,331325
18689,Diamond no Ace,8.11,TV,75,2013,260097
121,Fullmetal Alchemist,8.11,TV,51,2003,1529436
239,Gankutsuou,8.11,TV,24,2004,264160
40421,Given Movie 1,8.11,Movie,1,2020,255859
30370,Akatsuki no Yona OVA,8.10,OVA,3,2015,143313
60420,Cang Yuan Tu 2nd Season,8.10,ONA,36,2024,1680
35608,Chuunibyou demo Koi ga Shitai! Movie: Take On Me,8.10,Movie,1,2018,292708
49709,Fumetsu no Anata e Season 2,8.10,TV,20,2022,315572
30364,Haikyuu!! Movie 2: Shousha to Haisha,8.10,Movie,1,2015,107239
2581,Kidou Senshi Gundam 00,8.10,TV,25,2007,230438
