naslov,povezava,ocena,studii,tip,epizode,zvrsti,leto izdaje
Karasu wa Aruji wo Erabanai,https://myanimelist.net/anime/56980/Karasu_wa_Aruji_wo_Erabanai,8.06,['Studio Pierrot'],TV,20,"['Drama', 'Fantasy']",2024
Kidou Senshi Gundam: Tekketsu no Orphans,https://myanimelist.net/anime/31251/Kidou_Senshi_Gundam__Tekketsu_no_Orphans,8.06,['Sunrise'],TV,25,"['Action', 'Drama', 'Sci-Fi']",2015
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,https://myanimelist.net/anime/2449/Koukaku_Kidoutai__Stand_Alone_Complex_-_The_Laughing_Man,8.06,['Production I.G'],OVA,1,"['Action', 'Mystery', 'Sci-Fi', 'Suspense']",2005
Kuroshitsuji: Book of Circus,https://myanimelist.net/anime/22145/Kuroshitsuji__Book_of_Circus,8.06,['A-1 Pictures'],TV,10,"['Action', 'Mystery', 'Supernatural']",2014
Persona 3 the Movie 4: Winter of Rebirth,https://myanimelist.net/anime/31149/Persona_3_the_Movie_4__Winter_of_Rebirth,8.06,['A-1 Pictures'],Movie,1,"['Action', 'Supernatural']",2016
JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,https://myanimelist.net/anime/51367/JoJo_no_Kimyou_na_Bouken_Part_6__Stone_Ocean_Part_2,8.05,['David Production'],ONA,12,"['Action', 'Adventure']",2022
Kodomo no Omocha (TV),https://myanimelist.net/anime/1486/Kodomo_no_Omocha_TV,8.05,['Gallop'],TV,102,"['Comedy', 'Drama', 'Romance']",1996
Koukyoushihen Eureka Seven,https://myanimelist.net/anime/237/Koukyoushihen_Eureka_Seven,8.05,['Bones'],TV,50,"['Action', 'Adventure', 'Drama', 'Romance', 'Sci-Fi']",2005
Kuroko no Basket,https://myanimelist.net/anime/11771/Kuroko_no_Basket,8.05,['Production I.G'],TV,25,[],2012
Kyou kara Ore wa!!,https://myanimelist.net/anime/851/Kyou_kara_Ore_wa,8.05,['Studio Pierrot'],OVA,10,"['Action', 'Comedy']",1993
Mahoutsukai no Yome,https://myanimelist.net/anime/35062/Mahoutsukai_no_Yome,8.05,['Wit Studio'],TV,24,"['Drama', 'Fantasy', 'Romance']",2017
Meitantei Conan Movie 08: Ginyoku no Magician,https://myanimelist.net/anime/1367/Meitantei_Conan_Movie_08__Ginyoku_no_Magician,8.05,['TMS Entertainment'],Movie,1,"['Adventure', 'Comedy', 'Mystery']",2004
Meitantei Conan Movie 18: Ijigen no Sniper,https://myanimelist.net/anime/21419/Meitantei_Conan_Movie_18__Ijigen_no_Sniper,8.05,['TMS Entertainment'],Movie,1,"['Action', 'Mystery']",2014
Meitantei Conan Movie 25: Halloween no Hanayome,https://myanimelist.net/anime/49320/Meitantei_Conan_Movie_25__Halloween_no_Hanayome,8.05,['TMS Entertainment'],Movie,1,"['Action', 'Mystery']",2022
NieR:Automata Ver1.1a Part 2,https://myanimelist.net/anime/56063/NieR_Automata_Ver11a_Part_2,8.05,['A-1 Pictures'],TV,12,"['Action', 'Fantasy', 'Sci-Fi']",2024
One Piece Film: Strong World,https://myanimelist.net/anime/4155/One_Piece_Film__Strong_World,8.05,['Toei Animation'],Movie,1,"['Action', 'Adventure', 'Fantasy']",2009
Saint Seiya: Meiou Hades Juuni Kyuu-hen,https://myanimelist.net/anime/1257/Saint_Seiya__Meiou_Hades_Juuni_Kyuu-hen,8.05,['Toei Animation'],OVA,13,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",2002
Sakura-sou no Pet na Kanojo,https://myanimelist.net/anime/13759/Sakura-sou_no_Pet_na_Kanojo,8.05,['J.C.Staff'],TV,24,"['Drama', 'Romance']",2012
Toradora!,https://myanimelist.net/anime/4224/Toradora,8.05,['J.C.Staff'],TV,25,"['Drama', 'Romance']",2008
Yowamushi Pedal: Grande Road,https://myanimelist.net/anime/24277/Yowamushi_Pedal__Grande_Road,8.05,['TMS Entertainment'],TV,24,[],2014
Angel Beats!,https://myanimelist.net/anime/6547/Angel_Beats,8.05,['P.A. Works'],TV,13,"['Drama', 'Fantasy']",2010
Boku no Hero Academia 2nd Season,https://myanimelist.net/anime/33486/Boku_no_Hero_Academia_2nd_Season,8.05,['Bones'],TV,25,[],2017
Durarara!!x2 Ketsu,https://myanimelist.net/anime/27833/Durararax2_Ketsu,8.05,['Shuka'],TV,12,"['Action', 'Mystery', 'Supernatural']",2016
Hyouka,https://myanimelist.net/anime/12189/Hyouka,8.05,['Kyoto Animation'],TV,22,"['Mystery', 'Slice of Life']",2012
Apocalypse Hotel,https://myanimelist.net/anime/59675/Apocalypse_Hotel,8.04,['CygamesPictures'],TV,12,[],2025
Darker than Black: Kuro no Keiyakusha,https://myanimelist.net/anime/2025/Darker_than_Black__Kuro_no_Keiyakusha,8.04,['Bones'],TV,25,"['Action', 'Mystery']",2007
Dorohedoro,https://myanimelist.net/anime/38668/Dorohedoro,8.04,['MAPPA'],TV,12,"['Action', 'Comedy', 'Fantasy', 'Horror']",2020
FLCL,https://myanimelist.net/anime/227/FLCL,8.04,"['Gainax', 'Production I.G']",OVA,6,"['Action', 'Avant Garde', 'Comedy', 'Sci-Fi', 'Suspense']",2000
Golden Boy,https://myanimelist.net/anime/268/Golden_Boy,8.04,['APPP'],OVA,6,"['Adventure', 'Comedy', 'Ecchi']",1995
Gosick,https://myanimelist.net/anime/8425/Gosick,8.04,['Bones'],TV,24,"['Drama', 'Mystery', 'Romance']",2011
Gridman Universe,https://myanimelist.net/anime/50587/Gridman_Universe,8.04,['Trigger'],Movie,1,"['Action', 'Sci-Fi']",2023
Kuroshitsuji: Book of Murder,https://myanimelist.net/anime/23317/Kuroshitsuji__Book_of_Murder,8.04,['A-1 Pictures'],OVA,2,"['Action', 'Mystery', 'Supernatural']",2015
Meitantei Conan Movie 03: Seikimatsu no Majutsushi,https://myanimelist.net/anime/781/Meitantei_Conan_Movie_03__Seikimatsu_no_Majutsushi,8.04,['TMS Entertainment'],Movie,1,"['Adventure', 'Comedy', 'Mystery']",1999
Mushen Ji,https://myanimelist.net/anime/59953/Mushen_Ji,8.04,['Sparkly Key Animation Studio'],ONA,Unknown,"['Action', 'Adventure', 'Fantasy']",2024
No Game No Life,https://myanimelist.net/anime/19815/No_Game_No_Life,8.04,['Madhouse'],TV,12,"['Comedy', 'Fantasy', 'Ecchi']",2014
Omoide no Marnie,https://myanimelist.net/anime/21557/Omoide_no_Marnie,8.04,['Studio Ghibli'],Movie,1,"['Drama', 'Mystery', 'Suspense']",2014
Paprika,https://myanimelist.net/anime/1943/Paprika,8.04,['Madhouse'],Movie,1,"['Avant Garde', 'Award Winning', 'Mystery', 'Sci-Fi', 'Suspense']",2006
Silent Witch: Chinmoku no Majo no Kakushigoto,https://myanimelist.net/anime/59459/Silent_Witch__Chinmoku_no_Majo_no_Kakushigoto,8.04,['Studio Gokumi'],TV,13,[],2025
World Trigger 2nd Season,https://myanimelist.net/anime/40907/World_Trigger_2nd_Season,8.04,['Toei Animation'],TV,12,"['Action', 'Sci-Fi']",2021
Shijou Saikyou no Deshi Kenichi,https://myanimelist.net/anime/1559/Shijou_Saikyou_no_Deshi_Kenichi,8.03,['TMS Entertainment'],TV,50,"['Action', 'Comedy']",2006
Akatsuki no Yona,https://myanimelist.net/anime/25013/Akatsuki_no_Yona,8.03,['Studio Pierrot'],TV,24,"['Adventure', 'Fantasy', 'Romance']",2014
Black Lagoon,https://myanimelist.net/anime/889/Black_Lagoon,8.03,['Madhouse'],TV,12,[],2006
Douluo Dalu II: Jueshi Tangmen,https://myanimelist.net/anime/51836/Douluo_Dalu_II__Jueshi_Tangmen,8.03,['Sparkly Key Animation Studio'],ONA,156,"['Action', 'Adventure', 'Fantasy']",2023
Fate/stay night: Unlimited Blade Works Prologue,https://myanimelist.net/anime/27821/Fate_stay_night__Unlimited_Blade_Works_Prologue,8.03,['ufotable'],TV Special,1,"['Action', 'Fantasy']",2014
Gachiakuta,https://myanimelist.net/anime/59062/Gachiakuta,8.03,['Bones Film'],TV,24,"['Action', 'Fantasy']",2025
Given Movie 2: Hiiragi Mix,https://myanimelist.net/anime/54791/Given_Movie_2__Hiiragi_Mix,8.03,['Lerche'],Movie,1,"['Boys Love', 'Drama']",2024
Jujutsu Kaisen: Kaigyoku/Gyokusetsu,https://myanimelist.net/anime/59654/Jujutsu_Kaisen__Kaigyoku_Gyokusetsu,8.03,['MAPPA'],Movie,1,"['Action', 'Supernatural']",2025
Kill la Kill,https://myanimelist.net/anime/18679/Kill_la_Kill,8.03,['Trigger'],TV,24,"['Action', 'Comedy', 'Fantasy', 'Ecchi']",2013
Lovely★Complex,https://myanimelist.net/anime/2034/Lovely★Complex,8.03,['Toei Animation'],TV,24,"['Comedy', 'Romance']",2007
Meitantei Conan Movie 04: Hitomi no Naka no Ansatsusha,https://myanimelist.net/anime/1363/Meitantei_Conan_Movie_04__Hitomi_no_Naka_no_Ansatsusha,8.03,['TMS Entertainment'],Movie,1,"['Adventure', 'Comedy', 'Mystery']",2000
Meitantei Conan Movie 10: Tantei-tachi no Requiem,https://myanimelist.net/anime/1506/Meitantei_Conan_Movie_10__Tantei-tachi_no_Requiem,8.03,['TMS Entertainment'],Movie,1,"['Adventure', 'Comedy', 'Mystery']",2006
Karakai Jouzu no Takagi-san 2,https://myanimelist.net/anime/38993/Karakai_Jouzu_no_Takagi-san_2,8.02,['Shin-Ei Animation'],TV,12,"['Comedy', 'Romance']",2019
Mairimashita! Iruma-kun 2nd Season,https://myanimelist.net/anime/41402/Mairimashita_Iruma-kun_2nd_Season,8.02,['Bandai Namco Pictures'],TV,21,"['Comedy', 'Fantasy']",2021
Mignon,https://myanimelist.net/anime/49430/Mignon,8.02,['ABJ COMPANY'],ONA,12,"['Boys Love', 'Drama']",2023
Tsuki ga Kirei,https://myanimelist.net/anime/34822/Tsuki_ga_Kirei,8.02,['feel.'],TV,12,[],2017
Wan Sheng Jie 2,https://myanimelist.net/anime/42640/Wan_Sheng_Jie_2,8.02,"['Fenz', 'HMCH']",ONA,12,"['Comedy', 'Fantasy']",2020
xxxHOLiC Shunmuki,https://myanimelist.net/anime/4918/xxxHOLiC_Shunmuki,8.02,['Production I.G'],OVA,2,"['Comedy', 'Drama', 'Mystery', 'Supernatural']",2009
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,https://myanimelist.net/anime/33161/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku_OVA,8.02,['feel.'],OVA,1,"['Comedy', 'Romance']",2016
Yuru Camp△ Season 3,https://myanimelist.net/anime/53410/Yuru_Camp△_Season_3,8.02,['8bit'],TV,12,[],2024
Black Lagoon: Roberta's Blood Trail,https://myanimelist.net/anime/4901/Black_Lagoon__Robertas_Blood_Trail,8.02,['Madhouse'],OVA,5,[],2010
Dennou Coil,https://myanimelist.net/anime/2164/Dennou_Coil,8.02,['Madhouse'],TV,26,"['Adventure', 'Award Winning', 'Drama', 'Mystery', 'Sci-Fi']",2007
Full Metal Panic? Fumoffu,https://myanimelist.net/anime/72/Full_Metal_Panic_Fumoffu,8.02,['Kyoto Animation'],TV,12,"['Action', 'Comedy']",2003
Ginga Nagareboshi Gin,https://myanimelist.net/anime/589/Ginga_Nagareboshi_Gin,8.02,['Toei Animation'],TV,21,"['Action', 'Adventure', 'Drama']",1986
Glass no Kamen (2005),https://myanimelist.net/anime/1974/Glass_no_Kamen_2005,8.02,['Tokyo Movie Shinsha'],TV,51,"['Drama', 'Romance']",2005
Hibike! Euphonium,https://myanimelist.net/anime/27989/Hibike_Euphonium,8.02,['Kyoto Animation'],TV,13,[],2015
5-toubun no Hanayome ∬,https://myanimelist.net/anime/39783/5-toubun_no_Hanayome_∬,8.01,['Bibury Animation Studios'],TV,12,"['Comedy', 'Romance']",2021
Juuni Kokuki,https://myanimelist.net/anime/153/Juuni_Kokuki,8.01,['Studio Pierrot'],TV,45,"['Action', 'Adventure', 'Fantasy']",2002
Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,https://myanimelist.net/anime/3783/Kara_no_Kyoukai_Movie_3__Tsuukaku_Zanryuu,8.01,['ufotable'],Movie,1,"['Action', 'Drama', 'Fantasy', 'Mystery', 'Suspense']",2008
Kidou Keisatsu Patlabor 2 the Movie,https://myanimelist.net/anime/1096/Kidou_Keisatsu_Patlabor_2_the_Movie,8.01,['Production I.G'],Movie,1,"['Action', 'Award Winning', 'Drama', 'Mystery', 'Sci-Fi']",1993
Kimi ni Todoke,https://myanimelist.net/anime/6045/Kimi_ni_Todoke,8.01,['Production I.G'],TV,25,"['Drama', 'Romance']",2009
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,https://myanimelist.net/anime/34626/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2__Kono_Subarashii_Geijutsu_ni_Shukufuku_wo,8.01,['Studio Deen'],OVA,1,"['Adventure', 'Comedy', 'Fantasy']",2017
Magi: The Labyrinth of Magic,https://myanimelist.net/anime/14513/Magi__The_Labyrinth_of_Magic,8.01,['A-1 Pictures'],TV,25,"['Action', 'Adventure', 'Fantasy']",2012
Mononoke Movie: Karakasa,https://myanimelist.net/anime/52107/Mononoke_Movie__Karakasa,8.01,['EOTA'],Movie,1,"['Horror', 'Mystery', 'Supernatural', 'Suspense']",2024
Naruto,https://myanimelist.net/anime/20/Naruto,8.01,['Studio Pierrot'],TV,220,"['Action', 'Adventure', 'Fantasy']",2002
Omae Umasou da na,https://myanimelist.net/anime/9204/Omae_Umasou_da_na,8.01,['Ajia-do'],Movie,1,"['Action', 'Adventure', 'Fantasy']",2010
Pui Pui Molcar,https://myanimelist.net/anime/44235/Pui_Pui_Molcar,8.01,['Shin-Ei Animation'],TV,12,[],2021
Ranma ½ (2024),https://myanimelist.net/anime/59145/Ranma_½_2024,8.01,['MAPPA'],TV,12,"['Action', 'Comedy', 'Romance', 'Ecchi']",2024
Shadows House 2nd Season,https://myanimelist.net/anime/49782/Shadows_House_2nd_Season,8.01,['CloverWorks'],TV,12,"['Fantasy', 'Mystery']",2022
Slayers Next,https://myanimelist.net/anime/535/Slayers_Next,8.01,['E&G Films'],TV,26,"['Action', 'Adventure', 'Comedy', 'Fantasy']",1996
Summer Wars,https://myanimelist.net/anime/5681/Summer_Wars,8.01,['Madhouse'],Movie,1,"['Award Winning', 'Comedy', 'Sci-Fi']",2009
Tonikaku Kawaii: SNS,https://myanimelist.net/anime/44931/Tonikaku_Kawaii__SNS,8.01,['Seven Arcs'],OVA,1,"['Comedy', 'Romance']",2021
Wan Sheng Jie 3,https://myanimelist.net/anime/49587/Wan_Sheng_Jie_3,8.01,"['Fenz', 'HMCH']",ONA,12,"['Comedy', 'Fantasy']",2022
Saiunkoku Monogatari 2nd Season,https://myanimelist.net/anime/1914/Saiunkoku_Monogatari_2nd_Season,8.00,['Madhouse'],TV,39,"['Adventure', 'Fantasy', 'Romance']",2007
SK∞,https://myanimelist.net/anime/42923/SK∞,8.00,['Bones'],TV,12,[],2021
Toaru Kagaku no Railgun S,https://myanimelist.net/anime/16049/Toaru_Kagaku_no_Railgun_S,8.00,['J.C.Staff'],TV,24,"['Action', 'Fantasy', 'Sci-Fi']",2013
Tokyo Magnitude 8.0,https://myanimelist.net/anime/6211/Tokyo_Magnitude_80,8.00,"['Bones', 'Kinema Citrus']",TV,11,"['Award Winning', 'Drama']",2009
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,https://myanimelist.net/anime/14813/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru,8.00,"[""Brain's Base""]",TV,13,"['Comedy', 'Romance']",2013
Ao no Exorcist: Yosuga-hen,https://myanimelist.net/anime/59226/Ao_no_Exorcist__Yosuga-hen,8.00,['Studio VOLN'],TV,12,"['Action', 'Supernatural']",2025
Baby Steps 2nd Season,https://myanimelist.net/anime/27663/Baby_Steps_2nd_Season,8.00,['Studio Pierrot'],TV,25,[],2015
BanG Dream! Movie: Episode of Roselia - II: Song I Am.,https://myanimelist.net/anime/41781/BanG_Dream_Movie__Episode_of_Roselia_-_II__Song_I_Am,8.00,['SANZIGEN'],Movie,1,[],2021
D.Gray-man,https://myanimelist.net/anime/1482/DGray-man,8.00,['TMS Entertainment'],TV,103,"['Action', 'Adventure', 'Fantasy']",2006
Evangelion Movie 1: Jo,https://myanimelist.net/anime/2759/Evangelion_Movie_1__Jo,8.00,['Khara'],Movie,1,"['Action', 'Award Winning', 'Drama', 'Sci-Fi', 'Suspense']",2007
Fullmetal Alchemist: Brotherhood Specials,https://myanimelist.net/anime/6421/Fullmetal_Alchemist__Brotherhood_Specials,8.00,['Bones'],Special,4,"['Action', 'Adventure', 'Drama', 'Fantasy']",2009
Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,https://myanimelist.net/anime/82/Kidou_Senshi_Gundam_0080__Pocket_no_Naka_no_Sensou,8.00,['Sunrise'],OVA,6,"['Action', 'Drama', 'Sci-Fi']",1989
Meitantei Conan Movie 15: Chinmoku no Quarter,https://myanimelist.net/anime/9963/Meitantei_Conan_Movie_15__Chinmoku_no_Quarter,8.00,['TMS Entertainment'],Movie,1,"['Adventure', 'Comedy', 'Mystery']",2011
Jibaku Shounen Hanako-kun 2 Part 2,https://myanimelist.net/anime/61339/Jibaku_Shounen_Hanako-kun_2_Part_2,7.99,['Lerche'],TV,12,[],2025
Kaichou wa Maid-sama!,https://myanimelist.net/anime/7054/Kaichou_wa_Maid-sama,7.99,['J.C.Staff'],TV,26,"['Comedy', 'Romance']",2010
Kidou Senshi Gundam: Dai 08 MS Shoutai,https://myanimelist.net/anime/81/Kidou_Senshi_Gundam__Dai_08_MS_Shoutai,7.99,['Sunrise'],OVA,12,"['Action', 'Adventure', 'Drama', 'Romance', 'Sci-Fi']",1996
"Komi-san wa, Comyushou desu. 2nd Season",https://myanimelist.net/anime/50631/Komi-san_wa_Comyushou_desu_2nd_Season,7.99,['OLM'],TV,12,[],2022
Saint Seiya: The Lost Canvas - Meiou Shinwa,https://myanimelist.net/anime/6171/Saint_Seiya__The_Lost_Canvas_-_Meiou_Shinwa,7.99,['TMS Entertainment'],OVA,13,"['Action', 'Adventure', 'Fantasy']",2009
Tsumiki no Ie,https://myanimelist.net/anime/5365/Tsumiki_no_Ie,7.99,['Oh! Production'],Movie,1,"['Award Winning', 'Drama']",2008
Zombieland Saga Revenge,https://myanimelist.net/anime/40174/Zombieland_Saga_Revenge,7.99,['MAPPA'],TV,12,"['Comedy', 'Supernatural']",2021
BanG Dream! 3rd Season,https://myanimelist.net/anime/37870/BanG_Dream_3rd_Season,7.99,['SANZIGEN'],TV,13,[],2020
Clannad,https://myanimelist.net/anime/2167/Clannad,7.99,['Kyoto Animation'],TV,23,"['Drama', 'Romance']",2007
Aria the OVA: Arietta,https://myanimelist.net/anime/2563/Aria_the_OVA__Arietta,7.98,['HAL Film Maker'],OVA,1,"['Sci-Fi', 'Slice of Life']",2007
Black Clover: Mahou Tei no Ken,https://myanimelist.net/anime/48585/Black_Clover__Mahou_Tei_no_Ken,7.98,['Studio Pierrot'],Movie,1,"['Action', 'Comedy', 'Fantasy']",2023
Bleach,https://myanimelist.net/anime/269/Bleach,7.98,['Studio Pierrot'],TV,366,"['Action', 'Adventure', 'Supernatural']",2004
Boku no Hero Academia 3rd Season,https://myanimelist.net/anime/36456/Boku_no_Hero_Academia_3rd_Season,7.98,['Bones'],TV,25,[],2018
Bungou Stray Dogs Wan!,https://myanimelist.net/anime/42250/Bungou_Stray_Dogs_Wan,7.98,"['Bones', 'Nomad']",TV,12,[],2021
Dragon Ball,https://myanimelist.net/anime/223/Dragon_Ball,7.98,['Toei Animation'],TV,153,"['Action', 'Adventure', 'Comedy', 'Fantasy']",1986
ef: A Tale of Melodies.,https://myanimelist.net/anime/4789/ef__A_Tale_of_Melodies,7.98,['Shaft'],TV,12,"['Drama', 'Mystery', 'Romance', 'Supernatural']",2008
Eve no Jikan,https://myanimelist.net/anime/3167/Eve_no_Jikan,7.98,['Studio Rikka'],ONA,6,"['Sci-Fi', 'Slice of Life']",2008
Hachimitsu to Clover,https://myanimelist.net/anime/16/Hachimitsu_to_Clover,7.98,['J.C.Staff'],TV,24,"['Comedy', 'Drama', 'Romance']",2005
Haibane Renmei,https://myanimelist.net/anime/387/Haibane_Renmei,7.98,['Radix'],TV,13,"['Drama', 'Fantasy', 'Mystery']",2002
Hanada Shounen-shi,https://myanimelist.net/anime/2004/Hanada_Shounen-shi,7.98,['Madhouse'],TV,25,"['Comedy', 'Drama', 'Supernatural']",2002
Kami nomi zo Shiru Sekai: Megami-hen,https://myanimelist.net/anime/16706/Kami_nomi_zo_Shiru_Sekai__Megami-hen,7.98,['Manglobe'],TV,12,"['Comedy', 'Romance', 'Supernatural']",2013
Kara no Kyoukai Movie: Mirai Fukuin,https://myanimelist.net/anime/14807/Kara_no_Kyoukai_Movie__Mirai_Fukuin,7.98,['ufotable'],Movie,1,"['Drama', 'Mystery', 'Supernatural']",2013
Kimi ni Todoke 2nd Season,https://myanimelist.net/anime/9656/Kimi_ni_Todoke_2nd_Season,7.98,['Production I.G'],TV,12,"['Drama', 'Romance']",2011
Shokugeki no Souma: San no Sara,https://myanimelist.net/anime/35788/Shokugeki_no_Souma__San_no_Sara,7.98,['J.C.Staff'],TV,12,"['Gourmet', 'Ecchi']",2017
Touch,https://myanimelist.net/anime/1065/Touch,7.98,['Group TAC'],TV,101,"['Drama', 'Romance', 'Sports']",1985
Wolf's Rain OVA,https://myanimelist.net/anime/1023/Wolfs_Rain_OVA,7.98,['Bones'],OVA,4,"['Action', 'Adventure', 'Drama', 'Fantasy']",2004
Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,https://myanimelist.net/anime/35382/Yuri_on_Ice__Yuri_Plisetsky_GPF_in_Barcelona_EX_-_Welcome_to_The_Madness,7.98,['MAPPA'],Special,1,[],2017
School Rumble Ni Gakki,https://myanimelist.net/anime/846/School_Rumble_Ni_Gakki,7.97,['Studio Comet'],TV,26,"['Comedy', 'Romance']",2006
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,https://myanimelist.net/anime/23777/Shingeki_no_Kyojin_Movie_2__Jiyuu_no_Tsubasa,7.97,['Wit Studio'],Movie,1,"['Action', 'Drama', 'Suspense']",2015
Wan Sheng Jie,https://myanimelist.net/anime/41611/Wan_Sheng_Jie,7.97,"['Fenz', 'HMCH']",ONA,12,"['Comedy', 'Fantasy']",2020
xxxHOLiC,https://myanimelist.net/anime/861/xxxHOLiC,7.97,['Production I.G'],TV,24,"['Comedy', 'Drama', 'Mystery', 'Supernatural']",2006
Akagami no Shirayuki-hime 2nd Season,https://myanimelist.net/anime/31173/Akagami_no_Shirayuki-hime_2nd_Season,7.97,['Bones'],TV,12,"['Drama', 'Romance']",2016
Code Geass: Hangyaku no Lelouch III - Oudou,https://myanimelist.net/anime/34440/Code_Geass__Hangyaku_no_Lelouch_III_-_Oudou,7.97,['Sunrise'],Movie,1,"['Action', 'Sci-Fi']",2018
Durarara!!x2 Shou,https://myanimelist.net/anime/23199/Durararax2_Shou,7.97,['Shuka'],TV,12,"['Action', 'Mystery', 'Supernatural']",2015
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,https://myanimelist.net/anime/39468/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen,7.97,['Ajia-do'],TV,14,[],2019
